# Dynamic ejecta NS-NS merger
# MNmodel2 FRDM
# kappa = 10 cm^2 g^-1
# m_1 = 1.2 M_sun
# m_2 = 1.4 M_sun
# m_ej = 0.0159 M_sun
# v_ej = 0.11 c
#
# Columns
# 1) time [days]
# 2) M_g (AB)
# 3) M_r (AB)
# 4) M_i (AB)
# 5) M_z (AB)
# 6) M_y (AB)
0.1 -10.3243835395 -10.5730585085 -10.6116722697 -10.5757867484 -10.5162288766
0.35 -10.3873623535 -11.1774222897 -11.5427127384 -11.7046535822 -11.7762876759
0.6 -10.2515669642 -11.3054941848 -11.8359143805 -12.0999503179 -12.2405892461
0.85 -9.96540632826 -11.2278311266 -11.8908196188 -12.2376763808 -12.43493341
1.1 -9.6454522199 -11.0820235022 -11.8568880105 -12.2741420384 -12.5199503145
1.35 -9.33112513563 -10.9163915607 -11.7874703335 -12.2655838563 -12.553663197
1.6 -9.03528407249 -10.7495398003 -11.7045168619 -12.235909203 -12.5612096056
1.85 -8.75815600922 -10.5864021967 -11.6158103071 -12.1946148974 -12.5531997424
2.1 -8.4949363746 -10.4260428647 -11.5228148606 -12.1446363916 -12.5335465581
2.35 -8.23652710131 -10.2630899323 -11.4225245701 -12.0844438419 -12.5017268817
2.6 -7.97286559096 -10.0908217723 -11.3103675401 -12.0108209574 -12.4554638287
2.85 -7.69872992994 -9.90600244999 -11.1843870841 -11.9226192804 -12.3941720029
3.1 -7.41169390094 -9.70738510983 -11.0440953082 -11.8198312089 -12.3181807756
3.35 -7.11111324151 -9.49497376354 -10.8899097254 -11.7031352983 -12.2283526189
3.6 -6.79738502913 -9.26947833305 -10.7227347507 -11.5735574099 -12.1257994319
3.85 -6.47125333755 -9.03180944418 -10.5435802448 -11.4321682284 -12.0116352781
4.1 -6.13311958135 -8.78255278495 -10.3531432971 -11.2797339721 -11.8866763856
4.35 -5.78341296513 -8.52227279012 -10.1520681844 -11.1169479186 -11.7516522116
4.6 -5.42274719786 -8.25164567094 -9.94106302454 -10.9445365205 -11.6073034767
4.85 -5.05156667524 -7.97117975023 -9.72066934244 -10.7630603528 -11.4542058895
5.1 -4.67024486255 -7.68130218224 -9.49134089644 -10.5729882771 -11.2928407048
5.35 -4.27926349372 -7.38251080325 -9.25357758012 -10.3748191647 -11.1237075976
5.6 -3.87886409924 -7.07509716201 -9.00769556415 -10.1688829644 -10.9471481919
5.85 -3.46899700834 -6.75910729622 -8.75379608527 -9.95531427058 -10.7633236342
6.1 -3.04975452677 -6.43469167564 -8.4920600588 -9.73431146666 -10.5724472248
6.35 -2.62135181843 -6.10209151824 -8.22273822458 -9.50612905203 -10.3747783468
6.6 -2.18410208416 -5.76162006924 -7.94613630457 -9.27106518174 -10.170612022
6.85 -1.73842576724 -5.41367011302 -7.66262178347 -9.02946841723 -9.96028472996
7.1 -1.28477283791 -5.05865355522 -7.37257478224 -8.7816953589 -9.74413762812
7.35 -0.823595253485 -4.69697989354 -7.07637063239 -8.52809628766 -9.52250420053
7.6 -0.355353297554 -4.32906184665 -6.77438506321 -8.26902001624 -9.29571481418
7.85 0.119308032428 -3.95545827845 -6.46711544057 -8.00492078576 -9.06419289436
8.1 0.599655704768 -3.57679656192 -6.1551154768 -7.73630146493 -8.82840412637
8.35 1.08502969697 -3.19364252872 -5.83888571889 -7.4636171147 -8.58877005894
8.6 1.57483805467 -2.80650467305 -5.51887720315 -7.18727852823 -8.34567149128
8.85 2.06854872192 -2.41584081618 -5.19549714917 -6.90765707975 -8.09945296872
9.1 2.5656608848 -2.02208142401 -4.86912871769 -6.62510230961 -7.85043845082
9.35 3.06564061677 -1.62568134378 -4.54017428897 -6.33998013718 -7.59896560782
9.6 3.56799230517 -1.22706279264 -4.20900823633 -6.05263103039 -7.34534867613
9.85 4.07227460055 -0.826602404674 -3.87596534716 -5.76336052972 -7.08986999416
10.1 4.57809393584 -0.424636805701 -3.54134618915 -5.47244344558 -6.83278364842
10.35 5.08509874432 -0.0214670203219 -3.20542040859 -5.18012716687 -6.57431878408
10.6 5.59297455793 0.382637030061 -2.86843067184 -4.88663488162 -6.3146822629
10.85 6.10143997613 0.78743341348 -2.53059534074 -4.59216799108 -6.05406118879
11.1 6.61024267031 1.19270485812 -2.19211126557 -4.29690875232 -5.79262492274
11.35 7.11915796721 1.59825757883 -1.85315483633 -4.00102105367 -5.53052599398
11.6 7.62798781107 2.00392030853 -1.51388274183 -3.70465088012 -5.26790061963
11.85 8.13655460177 2.40953906301 -1.17443617376 -3.4079305669 -5.00487250625
12.1 8.64469849833 2.81497533262 -0.834943271101 -3.11098036064 -4.74155410007
12.35 9.15227573801 3.22010402034 -0.49551968147 -2.81390947954 -4.47804784388
12.6 9.65915681865 3.62481248168 -0.156270340721 -2.5168174313 -4.2144470947
12.85 10.1652252426 4.02899896685 0.182709591144 -2.21979463281 -3.9508369883
13.1 10.6703760675 4.432571881 0.521334035764 -1.92292352606 -3.68729518622
13.35 11.1745148902 4.83544845001 0.859524810822 -1.62627917492 -3.42389264465
13.6 11.677555891 5.23755348221 1.19721065308 -1.32993045767 -3.1606944626
13.85 12.1794115892 5.63881079228 1.53431966078 -1.03394649147 -2.8977659363
14.1 12.6799961581 6.03914595537 1.8707819289 -0.738394614351 -2.63517048604
14.35 13.1792327754 6.43849202898 2.20653420475 -0.443335976122 -2.37296598647
14.6 13.6770523465 6.83678886538 2.54151933309 -0.148826182685 -2.11120496984
14.85 14.1733933216 7.23398258817 2.875685863 0.145084280617 -1.84993547601
15.1 14.6682006417 7.63002494983 3.20898732207 0.43834968516 -1.58920104058
15.35 15.1614253535 8.02487281805 3.54138198554 0.730928519013 -1.32904128711
15.6 15.6530238834 8.41848771625 3.87283229378 1.02278321766 -1.0694922215
15.85 16.1429577358 8.8108354437 4.203304519 1.31387968616 -0.810586614888
16.1 16.6311894946 9.20188279135 4.53276620919 1.60418511429 -0.552355980956
16.35 17.1176751551 9.59159154949 4.86118061227 1.89366302455 -0.294835035559
16.6 17.6023735458 9.97992579 5.18851330725 2.18227913037 -0.0380564706189
16.85 18.0852483768 10.366853777 5.51473358708 2.47000257548 0.217950123689
17.1 18.566267798 10.7523474116 5.83981398959 2.75680547691 0.473158089712
17.35 19.0454037617 11.1363819839 6.16373022214 3.04266286049 0.727543276953
17.6 19.5226320403 11.5189358884 6.48646073252 3.3275523778 0.981084117164
17.85 19.9979317785 11.8999903532 6.8079864966 3.61145402426 1.2337611022
18.1 20.471285121 12.2795291181 7.12829095655 3.89435007262 1.48555687947
18.35 20.942676947 12.6575381602 7.44735957146 4.17622468855 1.73645589775
18.6 21.4120948825 13.0340060302 7.76517987463 4.45706401504 1.98644438141
18.85 21.879528667 13.4089228288 8.08174111606 4.736855874 2.23551015367
19.1 22.3449703364 13.7822807301 8.39703436353 5.0155896738 2.48364251123
19.35 22.8084227239 14.1540804473 8.71105803821 5.29326155309 2.7308367465
19.6 23.269911398 14.524341371 9.02382645608 5.56988161975 2.9771008605
19.85 23.7294648991 14.893084975 9.33535572737 5.84546205432 3.22244450282
